0.514,1.4391
0.102,1.0312
0.241,1.1497
0.045,0.98533
0.646,1.5466
0.748,1.6597
0.662,1.5528
0.061,1.0356
0.17,1.0954
0.88,1.9499
0.841,1.7273
0.719,1.6663
0.306,1.1404
0.377,1.3302
0.039,0.98016
0.508,1.4323
0.727,1.6983
0.851,1.8048
0.415,1.2799
0.283,1.08
0.885,1.7751
0.585,1.3665
0.667,1.5151
0.969,1.9925
0.362,1.1339
0.504,1.343
0.324,1.2527
0.701,1.4737
0.307,1.1952
0.55,1.4397
0.538,1.4689
0.257,1.169
0.114,1.0694
0.593,1.4728
0.786,1.6529
0.773,1.6825
0.863,1.7426
0.484,1.3753
0.208,1.0843
0.453,1.2781
0.892,1.7896
0.141,1.1342
0.337,1.1601
0.845,1.7149
0.809,1.7468
0.022,1.0161
0.635,1.5241
0.427,1.3365
0.68,1.526
0.081,1.185
0.763,1.7146
0.833,1.7314
0.422,1.2616
0.371,1.1723
0.569,1.4352
0.734,1.5748
0.958,1.8747
0.24,1.1679
0.07,1.0085
0.766,1.7098
0.269,1.0987
0.656,1.5849
0.02,1.0316
0.611,1.5685
0.98,1.9999
0.923,1.826
0.325,1.218
0.93,1.8791
0.204,1.0973
0.976,1.9641
0.167,1.1138
0.677,1.4467
0.781,1.7092
0.037,1.0371
0.444,1.3995
0.595,1.3662
0.024,1.055
0.329,1.2577
0.639,1.5431
0.497,1.3394
0.814,1.6387
0.759,1.6211
0.079,1.0567
0.517,1.301
0.343,1.243
0.545,1.3076
0.448,1.3621
0.507,1.426
0.513,1.4162
0.975,1.9957
0.724,1.6553
0.443,1.3602
0.365,1.2396
0.901,1.9127
0.826,1.7472
0.943,2.0306
0.088,1.0804
0.041,1.0086
0.678,1.6136
0.764,1.6023
0.864,1.747
0.739,1.6632
0.106,1.0918
0.71,1.6103
0.288,1.1954
0.524,1.3871
0.105,1.0593
0.971,2.0129
0.447,1.3427
0.265,1.2269
0.636,1.5577
0.085,1.0039
0.036,1.0228
0.554,1.4079
0.145,1.0705
0.45,1.3755
0.713,1.5837
0.949,1.9561
0.76,1.6821
0.528,1.4026
0.741,1.6091
0.321,1.1615
0.77,1.6748
0.27,1.1983
0.613,1.5185
0.122,1.1327
0.735,1.5742
0.206,1.0977
0.893,1.6821
0.994,2.0368
0.813,1.7477
0.49,1.3389
0.299,1.2817
0.225,1.2068
0.237,1.1008
0.076,1.0945
0.452,1.3635
0.708,1.591
0.027,1.0839
0.53,1.3171
0.466,1.2472
0.055,1.0268
0.004,0.87699
0.752,1.7887
0.501,1.301
0.381,1.2411
0.066,1.0638
0.313,1.1804
0.921,1.9542
0.015,1.0376
0.973,1.8948
0.927,1.9578
0.616,1.5235
0.405,1.2729
0.768,1.7334
0.673,1.5588
0.375,1.3204
0.437,1.2653
0.126,1.0758
0.912,1.8377
0.94,1.9227
0.217,1.0803
0.421,1.3329
0.811,1.7165
0.246,1.1096
0.992,1.9707
0.716,1.6831
0.059,1.0532
0.336,1.1304
0.835,1.7002
0.386,1.2375
0.922,1.9652
0.806,1.7922
0.486,1.2961
0.075,1.1112
0.154,1.1144
0.491,1.332
0.274,1.0525
0.01,0.893
0.315,1.1843
0.512,1.395
0.163,1.1051
0.1,1.0144
0.855,1.8557
0.691,1.5875
0.007,1.0844
0.087,1.0206
0.597,1.4313
0.772,1.7097
0.394,1.2232
0.919,1.9492
0.794,1.7032
0.556,1.3358
0.576,1.4765
0.351,1.2728
0.221,1.0352
0.482,1.3098
0.614,1.4269
0.235,1.0952
0.255,1.1993
0.449,1.3218
0.641,1.656
0.218,1.2335
0.928,1.8913
0.532,1.5297
0.402,1.3094
0.425,1.2744
0.353,1.3405
0.629,1.406
0.111,0.98661
0.372,1.2466
0.493,1.2953
0.659,1.5657
0.376,1.219
0.434,1.3506
0.4,1.3979
0.47,1.3611
0.57,1.6452
0.601,1.4606
0.623,1.552
0.33,1.1991
0.011,0.98583
0.899,1.8257
0.099,1.1487
0.848,1.8593
0.327,1.2418
0.606,1.4467
0.181,1.0741
0.033,0.94827
0.683,1.5767
0.399,1.2144
0.128,1.1632
0.188,1.086
0.822,1.7621
0.679,1.5177
0.019,1.041
0.689,1.5825
0.654,1.5225
0.961,1.8664
0.285,1.1029
0.053,1.0678
0.416,1.2847
0.155,1.0873
0.704,1.5847
0.674,1.5028
0.021,1.0411
0.709,1.6038
0.693,1.5206
0.879,1.9036
0.16,1.0874
0.805,1.6868
0.832,1.7127
0.082,1.1043
0.172,1.0685
0.625,1.5062
0.706,1.5583
0.989,2.0552
0.084,1.0736
0.983,1.9701
0.842,1.7948
0.978,1.8343
0.071,1.0437
0.474,1.3229
0.753,1.726
0.633,1.5754
0.603,1.479
0.159,1.0522
0.411,1.186
0.732,1.6466
0.744,1.5826
0.714,1.6741
0.062,1.037
0.807,1.7237
0.312,1.0627
0.492,1.3785
0.404,1.2321
0.186,1.0658
0.264,1.2304
0.725,1.5448
0.947,1.9099
0.013,1.0909
0.87,1.8589
0.762,1.6919
0.582,1.4587
0.926,1.8197
0.767,1.6801
0.284,1.1255
0.993,1.9808
0.777,1.7288
0.086,0.98908
0.665,1.6289
0.632,1.47
0.36,1.2756
0.612,1.504
0.389,1.3543
0.66,1.5882
0.305,1.1188
0.688,1.702
0.395,1.3026
0.643,1.526
0.184,1.176
0.684,1.6375
0.707,1.6618
0.954,1.8594
0.158,1.1124
0.064,0.9518
0.281,1.1943
0.621,1.4242
0.931,1.993
0.194,1.067
0.72,1.6645
0.81,1.7461
0.995,2.0602
0.965,1.9636
0.171,1.1646
0.065,0.99369
0.489,1.3156
0.219,1.1652
0.302,1.1797
0.887,1.9499
0.149,1.1128
0.819,1.6789
0.346,1.2611
0.869,1.814
0.571,1.4567
0.829,1.7647
0.212,1.128
0.048,1.1503
0.348,1.2449
0.666,1.6155
0.23,1.1462
0.197,1.0243
0.529,1.4671
0.83,1.875
0.157,1.0342
0.562,1.4432
0.865,1.7323
0.637,1.4805
0.38,1.2639
0.209,1.1325
0.751,1.4898
0.565,1.4314
0.058,0.99928
0.981,2.048
0.29,1.0983
0.271,1.1594
0.03,0.90252
0.883,1.914
0.417,1.4154
0.223,1.2384
0.886,1.8622
0.85,1.7579
0.485,1.3167
0.093,1.0975
0.705,1.5813
0.729,1.6606
0.12,1.157
0.331,1.2305
0.495,1.3739
0.95,1.8702
0.332,1.3399
0.702,1.5867
0.918,1.8435
0.456,1.3076
0.231,1.1016
0.914,1.9014
0.799,1.7294
0.566,1.5088
0.67,1.5454
0.607,1.5887
0.418,1.3111
0.557,1.497
0.454,1.236
0.28,1.2939
0.018,1.0113
0.669,1.6028
0.213,1.0951
0.034,1.1293
0.82,1.6007
0.519,1.3702
0.516,1.3799
0.103,1.0827
0.05,0.92621
0.32,1.1778
0.187,1.0345
0.123,1.0244
0.131,1.0877
0.91,1.703
0.166,1.0615
0.308,1.1337
0.239,1.1535
0.596,1.4738
0.428,1.2663
0.314,1.2215
0.384,1.2471
0.572,1.5486
0.539,1.3623
0.626,1.5183
0.847,1.7797
0.462,1.3928
0.802,1.6475
0.227,1.2485
0.318,1.2165
0.248,1.0814
0.455,1.3692
0.309,1.1644
0.998,1.9763
0.366,1.1267
0.224,1.1983
0.107,0.97203
0.143,1.1283
0.558,1.4387
0.183,1.1914
0.06,1.0273
0.431,1.281
0.251,1.0386
0.523,1.486
0.619,1.4799
0.266,1.2388
0.964,2.0076
0.245,1.2139
0.857,1.7564
0.96,1.9468
0.469,1.3249
0.193,0.95056
0.387,1.2706
0.211,1.0604
0.077,1.0365
0.119,0.98087
0.473,1.3339
0.012,0.97363
0.59,1.4906
0.349,1.153
0.583,1.4355
0.124,1.1284
0.074,0.89967
0.354,1.1857
0.856,1.724
0.294,1.1744
0.985,1.9818
0.518,1.2806
0.711,1.5599
0.502,1.4407
0.531,1.3804
0.083,1.0665
0.962,1.932
0.234,1.2039
0.185,1.0593
0.861,1.8498
0.839,1.8016
0.41,1.3112
0.824,1.6575
0.419,1.2421
0.049,1.0132
0.75,1.7742
0.828,1.7706
0.955,1.8611
0.695,1.6515
0.858,1.7814
0.663,1.5809
0.258,1.1514
0.542,1.4185
0.526,1.5162
0.627,1.5242
0.908,1.9164
0.634,1.477
0.161,1.0622
0.047,1.0978
0.335,1.1991
0.789,1.7792
0.736,1.6776
0.581,1.4565
0.653,1.4686
0.017,1.0374
0.108,1.0999
0.521,1.3683
0.631,1.5661
0.506,1.3506
0.661,1.5621
0.139,1.0065
0.176,1.1348
0.963,1.9092
0.579,1.4113
0.144,1.0065
0.783,1.6696
0.913,1.8958
0.35,1.1798
0.08,1.0058
0.778,1.6507
0.089,1.0881
0.392,1.2334
0.006,1.0109
0.393,1.2553
0.192,1.1146
0.932,1.8519
