0,0.87,2.6666
0.37,0.48,5.2968
0.4,0.1,4.7735
0.59,0.1,4.947
0.93,0.03,1.1947
0.9,0.86,3.0988
0.2,0.28,2.918
0.48,0.96,6.8438
0.82,0.93,3.9909
0.42,0.61,5.9998
0.17,0.84,3.8602
0.56,0.86,6.5704
0.99,0.27,1.4758
0.91,0.27,1.9172
0.72,1,5.4182
0.12,0.57,2.718
0.54,0.45,5.7342
0.94,0.6,2.3714
0.63,0,4.4073
0.14,0.7,3.0722
0.35,0.28,4.7098
0.5,0.69,6.4029
0.43,0.42,5.671
0.26,0.88,4.9444
0.27,0.56,4.3138
0.84,0.06,1.9557
0.08,0.84,2.8735
0.29,0.3,4.1114
0.43,0.54,5.8554
0.98,0.06,1.1567
0.92,0.49,2.2291
0.02,0.55,2.2307
0.46,0.26,5.4927
0.74,0.58,4.3497
0.58,0.43,5.6656
0.66,0.67,5.3679
0.57,0.18,5.1448
0.42,0.26,5.2295
0.7,0.55,4.7859
0.44,0.08,5.0291
0.76,0.85,4.6033
0.23,0.96,4.8168
0.76,0.92,4.6724
0.57,0.63,6.0352
0.61,0.64,5.8999
0.62,0.87,6.2278
0.97,0.61,2.2605
0.72,0.06,3.4569
0.66,0.95,6.0717
0.2,0.93,4.3183
0.85,0.93,3.6465
0.05,0.2,1.562
0.86,0.12,1.9327
0.82,0.91,3.836
0.48,0.75,6.568
0.24,0.93,4.7351
0.54,0.88,6.6871
0.38,0.99,6.5169
0.16,1,3.9005
0.8,0.83,3.9902
0.16,0.73,3.3284
0.14,0.44,2.4727
0.22,0.53,3.6409
0.02,0.85,2.6707
0.11,0.8,3.0862
0.43,0.3,5.4355
0.98,0.3,1.6343
0.88,0.37,2.3391
0.04,0.53,2.1607
0.86,1,3.7308
0.96,0.77,2.5835
0.36,0.61,5.6076
0.16,0.48,2.8235
0.52,0.38,5.6844
0.13,0.9,3.4052
0.47,0.29,5.5412
0.97,0.13,1.2999
0.39,0.56,5.6138
0.25,0.04,3.1239
0.08,0.89,2.9972
0.31,0.21,4.1325
0.08,0.11,1.3713
0.95,0.01,1.0411
0.33,0.14,4.2804
0.13,0.14,1.7603
0.07,0.35,1.9361
0.77,0.15,2.9942
0.72,0.86,5.1533
0.21,0.24,3.105
0.76,0.71,4.1668
0.23,0.39,3.4922
0.63,0.23,4.806
0.2,0.38,3.1038
0.13,0.45,2.619
0.76,0.64,4.161
0.18,0.81,3.7745
0.95,0.71,2.498
0.13,0.68,3.0108
0.82,0.64,3.3722
0.56,0.71,6.2838
0.01,0.1,1.1157
0.32,0.72,5.2625
0.94,0.04,1.1765
0.75,0.99,5.0587
0.62,0.46,5.4048
0.93,0.33,1.7496
0.33,0.62,5.2039
0.68,0.68,5.1932
0.48,0.77,6.4627
0.72,0.46,4.3729
0.74,0.8,4.6403
0.94,0,1.1435
0.85,0.96,3.6748
0.99,0.86,2.7011
0.27,0.67,4.5156
0.69,0.29,4.4356
0.86,0.95,3.6323
0.39,0.21,4.9468
0.15,0.61,3.037
0.34,0.82,5.7292
0.86,0.96,3.6335
0.49,0.82,6.5687
0.84,0.39,2.793
0.07,0.04,1.2365
0.44,0.48,5.8891
0.03,0.52,2.0705
0.46,0.74,6.3395
0.51,0.49,6.0055
0.01,0.21,1.355
0.77,0.74,4.2676
0.02,0.53,2.0784
0.95,0.49,2.1601
0.86,0.09,1.8994
0.65,0.84,5.7685
0.86,0.64,3.0161
0.44,0.68,6.2218
0.63,1,6.338
0.03,0.9,2.8705
0.49,0.79,6.6231
0.6,0.49,5.5107
0.55,0.17,5.2582
0.02,0.58,2.2304
0.47,0.3,5.5442
0.44,1,6.8781
0.34,0.11,4.3276
0.04,0.78,2.6145
0.94,0.53,2.1383
0.26,0.59,4.2831
0.06,0.99,3.1686
0.74,0.24,3.5951
0.56,0.41,5.7133
0.68,0.52,4.8853
0.24,0.24,3.3413
0.42,0.02,4.8387
0.38,0.31,5.1199
0.62,0.56,5.6236
0.98,0.19,1.4076
0.16,0.27,2.4359
0.89,0.67,2.8272
0.71,0.73,4.9426
0.78,0.14,2.827
0.61,0.11,4.758
0.41,0.8,6.3583
0.06,0.69,2.5158
0.5,0.49,5.9414
0.17,0.29,2.5098
0.67,0.52,4.8889
0.65,0.3,4.7716
0.58,0.34,5.4138
0.11,0.14,1.7339
0.97,0.14,1.3469
0.21,0.71,3.8886
0.93,0.22,1.6231
0.03,0.78,2.5852
0.07,0.55,2.227
0.77,0.28,3.2269
0.25,0.97,4.9361
0.15,0.02,1.8756
0.17,0.38,2.758
0.12,0.93,3.3646
0.16,0.92,3.9354
0.34,0.25,4.5357
0.11,0.84,3.0353
0.37,0.98,6.3017
0.29,0.22,3.917
0.23,0.42,3.6156
0.1,0.46,2.3151
0.81,0.11,2.4559
0.53,0.6,6.1948
0.62,0.6,5.5833
0.84,0.07,2.0836
0.32,0.78,5.3758
0.75,0.04,3.0758
0.13,0.27,2.2019
0.72,0.82,5.01
0.34,0.45,5.0236
0.19,0.73,3.7217
0.34,0.7,5.3901
0.39,1,6.574
0.41,0.33,5.3686
0.02,0.35,1.6576
0.25,0.78,4.4744
0.41,0.52,5.6483
0.42,0.56,5.8367
0.54,0.14,5.2635
0.24,0.27,3.4125
0.72,0.12,3.5813
0.28,0.32,4.0172
0.97,0.42,1.857
0.61,0.36,5.3303
0.4,0.68,5.9693
0.11,0.01,1.5714
0.2,0.03,2.446
0.58,0.05,4.8109
0.19,0.42,3.15
0.16,0.74,3.4168
0.75,0.8,4.6083
0.86,0.55,2.6767
0.22,0.88,4.3466
0.66,0.08,4.1581
0.96,0.6,2.2901
0.04,0.72,2.6153
0.93,0.19,1.5349
0.8,0,2.3316
0.9,0.33,1.9872
0.32,0.01,3.7968
0.01,0.31,1.6525
0.32,0.49,4.7399
0,0.15,1.2875
0.4,0.48,5.4531
0.8,0.54,3.4956
0.46,0.65,6.243
0.02,0.86,2.7519
0.52,0.57,6.1857
0.89,0.77,3.0469
0.11,0.72,2.897
0.51,0.22,5.3986
0.46,0.55,5.9704
0.41,0.56,5.8109
0.25,0.36,3.7921
0.89,0.62,2.632
0.27,0.79,4.8476
0.28,0.86,5.0552
0.78,0.95,4.4846
0.75,0.02,3.0216
0.28,0.09,3.5798
0.46,0.97,6.874
0.24,0.67,4.2796
0.39,0.94,6.4478
0.52,0.08,5.22
0.09,0.32,1.9024
0.9,0.57,2.5581
0.61,0.82,6.1503
0.65,0.42,5.1096
0.72,0.08,3.556
0.17,0.04,2.0529
0.33,0.21,4.4734
0.94,0.54,2.208
0.96,0.29,1.6723
0.03,0.76,2.5193
0.71,0.26,4.0784
0.33,0.06,4.1307
0.96,0.59,2.2312
0.95,0.24,1.5882
0.11,0.3,1.9978
0.12,0.68,2.9267
0.48,0.59,6.2053
0.06,0.54,2.2032
0.88,0.14,1.7787
0.12,0.52,2.6343
0.83,0.3,2.7659
0.77,0.58,4.0158
0.96,0.39,1.9499
0.51,0.97,6.9419
0.55,0.95,6.8146
0.46,0.91,6.8132
0.68,0.31,4.4267
0.06,0.66,2.4932
0.58,0,4.8336
0.22,0.73,4.1858
0.29,0.94,5.4664
0.7,0.16,3.8464
0.67,0.09,4.0689
0.08,0.42,2.0976
0.82,0.22,2.526
0.13,0.21,2.051
0.34,0.73,5.587
0.93,0.07,1.2507
0.69,0.49,4.7505
0.46,0.59,6.1054
0.73,0.61,4.4243
0.21,0.31,3.0799
0.32,0.88,5.5276
0,0.9,2.7078
0.24,0.68,4.1561
0.26,0.99,5.0635
0.95,0.45,2.0056
0.66,0.52,5.1828
0.9,0.82,2.942
0.56,0.55,5.969
0.56,0.72,6.2434
0.51,0.55,6.0864
0.79,0.81,4.1641
0.36,0.06,4.3792
0.75,0.58,4.2064
0.68,0.69,5.2543
0.28,0.07,3.3986
0.66,0.53,5.0898
0.43,0.09,4.9453
0.9,0.05,1.4526
0.21,0.32,3.159
0.97,0.6,2.3005
0.36,0.43,5.1007
0.31,0.86,5.491
0.09,0.2,1.8006
0.95,0.05,1.263
0.37,0.63,5.627
0.95,0.37,1.7644
0.92,0.46,2.067
0.33,0.43,4.8364
0.23,0.11,2.9405
0.62,0.74,5.9835
0.84,0.03,1.9053
0.03,0.4,1.8655
0.68,0.83,5.5565
0.82,0.36,2.9753
0.6,0.51,5.7223
0.23,0.34,3.4125
0.72,0.96,5.3154
0.93,0.11,1.4674
0.58,0.26,5.2895
0.03,0.97,3.0334
0.21,0.14,2.7718
0.43,0.82,6.3567
0.75,0.26,3.3761
0,0.54,1.9921
0.76,0.5,3.9692
0.76,0.52,3.9466
0.03,0.21,1.5513
0.26,0.63,4.3621
0.47,0.58,6.1672
1,0.46,1.8843
0.91,0.8,2.9019
0.04,0.14,1.403
0.18,0.01,2.1697
0.81,0.76,3.7094
0.92,0.25,1.7602
0.99,0.68,2.4757
0.71,0.8,5.1231
0.85,0.45,2.768
0.41,0.21,5.1839
0.76,0.27,3.414
0.46,0.01,5.0289
0.67,0.25,4.4456
0.71,0.57,4.6352
0.56,0.28,5.4532
0.02,0.21,1.3833
0.73,0.08,3.4199
0.57,0.99,6.7304
0.21,0.97,4.42
0.49,0.64,6.2735
0.44,0.9,6.7112
0.52,0.18,5.3628
0.72,0.32,3.9599
0.04,0.54,2.0805
0.8,0.32,3.0579
0,0.42,1.8274
0.69,0.9,5.5229
0.11,0.57,2.5842
1,0.08,1.2435
0.1,0.92,3.284
0.55,0.03,5.0731
0.87,0.43,2.5074
0.41,0.59,5.7992
0.37,0.88,6.0968
0.81,0.49,3.1813
1,0.1,1.1144
0.74,0.36,3.8715
0.41,0.75,6.1057
0.14,0.95,3.7256
0.41,0.55,5.7538
0.43,0.86,6.4879
0.63,0.78,5.9557
0.14,0.1,1.9104
0.98,0.4,1.7838
0.52,0.51,5.9976
0.26,0.9,4.9147
0.94,0.69,2.4102
0.2,0.58,3.5504
0.64,0.77,5.7477
1,0.43,1.7999
0.46,0.38,5.6889
0.2,1,4.4394
0.13,0.7,3.1378
0.54,0.36,5.6397
0.53,0.88,6.7071
0.47,0.07,5.1701
0.96,0.36,1.7859
0.83,0.2,2.3971
0.39,0.75,6.0926
0.77,0.88,4.4518
0.21,0.45,3.4121
0.73,0.6,4.3827
0.58,0.56,5.9618
0.79,0.11,2.7254
0.33,0.18,4.3197
0.29,0.64,4.7877
0.21,0.22,2.9046
0.99,0.29,1.5769
0.23,0.12,2.869
0.81,0.78,3.7951
0.31,0.09,3.9579
0.36,0.49,5.2133
0.62,0.43,5.2342
0.74,0.61,4.3933
0.32,0.29,4.4643
0.67,0.1,4.0983
0.97,0.41,1.8078
0.64,0.91,6.0426
0.82,0.25,2.6853
0.08,0.17,1.6206
0.19,0.82,3.8985
0.53,0.28,5.5218
0.59,0.18,4.9693
0.91,0.35,2.0704
0.95,0.25,1.5092
0.48,0.14,5.4554
0.01,0.13,1.2674
0.24,0.34,3.4904
0.61,0.81,6.1249
0.88,0.86,3.319
0.82,0.48,3.1469
0.81,0.27,2.8522
0.49,0.6,6.1128
0.23,0.91,4.6414
0.71,0.48,4.5373
0.94,0.84,2.8568
0.64,0.25,4.8302
0.54,0.99,6.9287
0.64,0.78,5.7932
0.94,0.62,2.4206
0.15,0.96,3.7427
0.67,0.61,5.0914
0.21,0.65,3.8703
0.4,0.35,5.3568
0.74,0.08,3.2889
0.14,0.93,3.5365
0.83,0.85,3.7794
0.05,0.91,3.0283
0.86,0.1,2.0102
0.39,0.66,5.9318
0.9,0.2,1.7689
0.05,0.92,2.9103
0.83,0.36,2.6981
0.13,0.6,2.7627
0.81,0.71,3.6733
1,0.42,1.78
0.61,0.69,5.9619
0.95,0.73,2.4317
0.93,0.47,2.1094
0.06,0.55,2.3494
0.58,0.09,4.8922
0.28,0.83,4.9165
0.69,0.7,5.0324
0.48,0.39,5.783
0.8,0.93,4.288
0.05,0.74,2.6046
0.04,0.59,2.3161
0.71,0.69,4.9893
0.23,0.63,4.0027
0.76,0.91,4.6273
0.29,0.19,3.9599
0.42,0.91,6.5848
0.61,0.75,6.0978
0.46,0.66,6.3722
0.91,0.62,2.5373
0.44,0.74,6.446
0.84,0.91,3.7885
0.28,0.04,3.5736
0.09,0.74,2.804
0.59,0.69,6.021
0.03,1,2.8863
0.22,0.56,3.7627
0.16,0.36,2.6972
0.27,0.76,4.7233
0.42,0,4.7551
0.72,0.54,4.4168
0.61,0.41,5.381
0.18,0.68,3.5279
0.99,0.43,1.8591
0.18,0.82,3.7316
0.08,0.59,2.4024
0.28,0.19,3.6768
0.57,0.76,6.2004
0.76,0.22,3.3545
0.99,0.65,2.2869
0.3,0.13,3.8363
0.67,0.28,4.6112
0.88,0.28,2.1284
0.05,0.89,2.9139
0.74,0.59,4.3644
0.77,0.55,3.8302
0.04,0.13,1.2841
0.12,0.91,3.3813
0.56,0.65,6.1304
0.87,0.03,1.6435
0.43,0.04,4.9558
0.47,0.35,5.6816
0.46,0.61,6.1493
0.47,0.96,6.9266
0.21,0.2,2.9345
0.16,0.62,3.2179
0.85,0.38,2.4821
0.45,0.62,6.1371
0.72,0.52,4.3518
0.11,0.54,2.5915
0.1,0.65,2.7403
0.28,0.91,5.2147
0.36,0.54,5.3396
0.23,0.59,3.8913
1,0.18,1.4001
0.93,0.14,1.4087
0.02,0.82,2.6423
0.76,0.78,4.4936
0.97,1,3.0019
0.43,0.64,6.0684
0.5,0.56,5.9734
0.85,0.88,3.6229
0.64,0.71,5.6997
0.15,0.53,2.9254
0.72,0.55,4.4937
0,0.63,2.2146
0.91,0.36,1.9883
0.23,0.81,4.2952
0.98,0.81,2.6984
0.11,0.36,2.1753
0.47,1,6.9347
0.69,0.95,5.5457
0.55,0.63,6.1704
0.36,0.76,5.8572
0,0.89,2.6309
0.54,0.73,6.4827
0.01,0.88,2.8136
0.13,0.88,3.4315
0.97,0.16,1.4927
0.29,0.04,3.6055
0.44,0.93,6.7884
0.13,0.83,3.3488
0.22,0.17,2.9355
0.82,0.17,2.4501
0.98,0.75,2.5296
0.38,0.94,6.374
0.48,0.18,5.3795
0.09,0.93,3.1777
0.29,0.24,4.0364
0.85,0.49,2.8022
0.92,0.34,1.8309
0.34,0.96,5.9169
0.78,0.83,4.3231
0.36,0.48,5.164
0.77,0.92,4.6193
0.96,0.21,1.5792
0.36,0.25,4.7848
0.78,0.79,4.1892
0.82,0.23,2.6194
0.2,0.72,3.8293
0.91,0.2,1.6733
0.55,0.89,6.7109
0.4,0.42,5.5492
0.83,0.48,2.9077
0.71,0.74,4.9594
0.17,0.72,3.5028
0.32,0.94,5.6207
0.52,0.95,6.8774
0.48,0.74,6.4866
0.58,0.68,6.1853
0.64,0.55,5.3407
0.89,0.57,2.5136
0.89,0.21,1.916
0.73,0.82,4.8701
0.74,0.56,4.2279
0.8,0.78,3.8994
0.95,0.9,2.9375
0.32,0.63,5.1826
0.7,0.4,4.3419
0.09,0.65,2.574
0.65,0.57,5.3085
0.67,0.32,4.5803
0.39,0.91,6.3802
0.22,0.21,2.9489
0.13,0.89,3.4831
0.04,0.68,2.3642
0.28,0.96,5.2642
0.22,0.91,4.5383
0.59,0.21,5.1022
0.54,0.78,6.5837
0.86,0.73,3.1258
0.64,0.93,6.1734
0.54,0.4,5.7254
0.02,0.09,1.1217
0.99,0.94,2.9253
0.01,0.61,2.206
0.35,0.57,5.3627
0.54,0.72,6.3333
0.12,0.95,3.4191
0.5,0.47,5.9779
0.21,0.96,4.3942
0.06,0.52,2.1328
0.84,0.73,3.3618
0.25,0.15,3.2977
1,0.68,2.3771
0.48,0.27,5.5199
0.99,0.19,1.2907
0.08,0.22,1.6952
0.19,0.52,3.214
0.9,0.6,2.4515
0.29,0.15,3.7791
0.4,0.57,5.7809
0.26,0.76,4.6667
0.17,0.05,2.177
0.15,0.78,3.3711
0.23,0.16,3.0665
0.64,0.79,5.8647
0.81,0.34,2.8561
0.44,0.06,4.9633
0.03,0.41,1.9019
0.02,0.57,2.1679
0.96,0.43,1.9867
0.94,0.73,2.5689
0.87,0.73,3.1556
0.37,0.75,5.8943
0.72,0.53,4.3557
0.47,0.15,5.2503
0.01,0.18,1.3469
0.73,0.86,4.9251
0.67,0.99,5.971
0.83,0.08,2.2843
0.2,0.89,4.109
0.84,0.13,2.2006
0.18,0.72,3.5958
0.38,0.92,6.3343
0.15,0.05,2.0418
0.2,0.47,3.3071
0.13,0.58,2.7998
0.28,0.48,4.3524
0.52,0.98,6.9565
0.79,0.01,2.5239
0.81,0.97,4.1498
0.2,0.76,3.8957
0.8,0.85,4.0144
1,0.28,1.5434
0.41,0.07,4.8865
0.92,0.96,3.1158
0.6,0.1,4.8272
0.21,0.93,4.3697
0.02,0.81,2.6275
0.85,0.5,2.9237
0.54,0.2,5.2803
0.86,0.42,2.5464
0.58,0.36,5.4711
0.68,0.71,5.2866
0.62,0.16,4.74
0.35,0.19,4.5702
0.62,0.22,4.8621
0.97,0.33,1.7314
0.91,0.84,2.9859
0.62,0.08,4.6609
0.63,0.75,5.8494
0.87,0.17,1.9719
0.47,0.94,6.8392
0.6,0.15,4.9002
0.83,0.22,2.5491
0.81,0.45,3.0857
0.83,0.39,2.7905
0.9,0.42,2.2543
0.16,0.55,3.041
0.27,0.39,4.0617
0.21,0.08,2.6903
0.71,0.07,3.5285
0.39,0.86,6.2477
0.36,0.37,5.0931
0.31,0.26,4.3415
0.95,0.19,1.445
0.27,0.2,3.6205
0.28,0.75,4.8674
0.53,0.46,5.8971
0.61,0.28,5.0698
0.41,0.77,6.1956
0.13,0.48,2.5932
0.72,0.58,4.4361
0.46,0.52,5.9111
0.87,0.24,2.1245
0.54,0.61,6.1334
0.04,0.22,1.3641
0.28,0.65,4.6547
0.15,0.42,2.6443
0.46,0.17,5.1983
0.34,0.44,4.9744
0.76,0.3,3.4391
0.71,0.89,5.3621
0.25,0.48,3.9244
0.27,0.1,3.4167
0.58,0.73,6.1075
0.49,0.77,6.5143
0.76,0.99,4.9012
0.09,0.99,3.2733
0.81,0.94,4.1618
0.61,0.37,5.4124
0.5,0.15,5.2266
0.22,0.35,3.3095
0.67,0.04,4.0691
0.56,0.07,4.9103
0.26,0.48,3.9667
0.62,0.9,6.3143
0.82,0.03,2.2153
0.48,0.17,5.4141
0.42,0.88,6.5579
0.83,0.52,3.0404
0.09,0.55,2.4899
0.97,0.48,1.9776
0.18,0.95,4.0721
0.24,0.58,4.0256
0.04,0.34,1.7077
0.59,0.31,5.2371
0.16,0.57,3.0706
0.33,0.19,4.3832
0.99,1,3.0217
0.58,0.16,5.0837
0.73,0.36,3.9234
0.9,0.23,1.8097
0.75,0.03,3.0967
0.67,0.9,5.8728
0.75,0.67,4.2729
0.8,0.71,3.7465
0.34,0.89,5.9603
0.04,0.39,1.7774
1,0.49,1.9744
0.18,0.23,2.5718
0.35,0.5,5.1928
0.38,0.02,4.4467
0.11,0.46,2.3368
0.85,0.35,2.5431
0.07,0.94,2.9569
0.11,0.34,2.1516
0.35,0.83,5.8166
0.44,0.46,5.8424
0.19,0.04,2.2792
0.43,0.31,5.3648
0.25,0.87,4.6938
0.19,0.31,2.8432
0,0.95,2.9074
0.65,0.48,5.1644
0.67,0.63,5.1078
0.79,0.18,2.9227
0.64,0.43,5.1067
0.58,0.97,6.6769
0.1,0.84,3.0484
0.53,0.38,5.7345
0.55,0.47,5.889
0.91,0.33,1.8794
0.21,0.6,3.7853
0.87,0.99,3.6636
0.02,0.49,1.9985
0.62,0.66,5.7745
0.76,0.33,3.5184
0.2,0.97,4.3544
0.42,0.81,6.452
0.27,0.78,4.8022
0.44,0.2,5.1746
0.21,0.59,3.7006
0.3,0.61,4.8029
0.77,0.27,3.3133
0.65,0.85,5.7632
0.68,0.79,5.4557
0.69,0.34,4.3742
0.48,0.76,6.5158
0.46,0.81,6.4695
0.41,0.27,5.2791
0.94,0.49,2.0525
0.57,0.6,5.9854
0.74,0.96,5.0802
0.93,0.57,2.3677
0.93,0.04,1.3178
0.94,0.87,2.8752
0.68,0.63,5.0718
0.65,0.38,4.8848
0.96,0.91,2.7453
0.71,0.43,4.3491
0.37,0.45,5.2723
0.73,0.43,4.1497
0.71,0.47,4.4208
0.02,0.36,1.7291
0.28,0.01,3.4064
0.02,0.54,2.1785
0.98,0.39,1.7699
0.55,0.61,6.1371
0.5,0.89,6.7058
0.28,0.93,5.2769
0.72,0.22,3.8114
0.67,0.8,5.5304
0.14,0.69,3.2013
0.77,0.59,3.9579
0.01,0.37,1.7977
0.63,0.43,5.2057
0.89,0.76,2.9953
0.55,0.92,6.7105
0.29,0.03,3.5599
0.64,0.16,4.6185
0.94,0.72,2.5763
0.65,0.6,5.3849
0.82,0.73,3.562
0.12,0.29,2.1619
0.09,0.05,1.3922
0.3,0.03,3.6368
0.15,0.75,3.3229
0.23,0.75,4.1838
0.16,0.83,3.5993
0.01,0.99,2.8114
0.44,0.11,5.0305
0.56,0.92,6.6742
0.36,0.1,4.3937
0.19,0.19,2.6313
0.26,0.98,5.0921
0.92,0.45,2.1207
0.07,0.4,1.9313
0.92,0.82,2.9193
0.57,0.94,6.7206
0.62,0.19,4.7432
0.2,0.42,3.31
0.21,0.35,3.2697
0.86,0.84,3.325
0.94,0.21,1.5798
0.33,0.64,5.175
0.7,0.53,4.6933
0.7,0.08,3.9278
0.15,0.72,3.3721
0.86,0.89,3.4343
0.25,0.96,4.8832
0.77,0.08,2.8691
0.69,0.15,4.0267
0.44,0.97,6.7924
0.25,0.74,4.4461
0.75,0.42,3.8021
0.7,0.23,4.1646
0.51,0.04,5.0365
0.95,0.35,1.7249
0.92,0.83,2.9223
0.84,0.4,2.675
0.72,0.4,4.2753
0.16,0.32,2.6565
0.26,0.86,4.8509
0.85,0.52,2.8443
0.93,0.85,2.9394
0.61,0.08,4.6635
0.65,0.96,6.0918
0.46,0.64,6.2316
0.21,0.33,3.1995
0.65,0.01,4.1717
0.71,0.85,5.1813
0.31,0.63,5.0794
0.66,0.75,5.5367
0.3,0.96,5.5113
0.52,0.46,5.841
0.76,0.87,4.5133
0.26,0.53,4.2627
0.8,0.95,4.3292
0.26,0.09,3.276
0.16,0.82,3.6395
0.13,0.76,3.2259
0.23,0.22,3.17
0.27,0.68,4.6617
0.94,0.45,2.0424
0.18,0.8,3.7054
0.55,0.35,5.71
0.44,0.4,5.6217
0.01,0.25,1.4423
0.41,0.5,5.7421
0.58,0.18,5.1256
0.59,0.96,6.5944
0.64,0.1,4.4059
0.52,0.86,6.7794
0.21,0.58,3.7104
0.5,0.48,5.8719
0.86,0.08,1.8359
0.65,0.74,5.5318
0.13,0.72,3.0629
0.06,0.25,1.6646
0.33,0.81,5.6593
0.75,0.68,4.335
0.79,0.95,4.3987
0.61,0.95,6.4055
0.65,0.32,4.7071
0.92,0.89,3.0857
0.45,0.19,5.2824
0.06,0.82,2.8164
0,0.86,2.7039
0.27,1,5.311
0.51,0.67,6.3126
0.33,0.37,4.6903
0.78,0.64,3.9916
0.46,0.5,5.8876
0.69,0.62,5.0498
0.7,0.46,4.634
0.63,0.93,6.1319
0.17,0.58,3.153
0.05,0.93,3.0016
0.16,0.1,2.114
0.09,0.66,2.6134
0.03,0.86,2.8314
0.98,0.64,2.3393
0.28,0.33,4.0227
0.65,0.8,5.752
0.63,0.26,4.9203
0.62,0.65,5.7415
0.64,0.35,4.9954
0.78,0.37,3.3379
0.65,0.77,5.7409
0.19,0.32,2.9216
0.62,0.96,6.4063
0.56,0.96,6.6993
0.01,0.51,2.0284
0.11,0.27,2.1315
0.52,0.82,6.6344
0.97,0.88,2.806
0.43,0.38,5.5482
0.96,0.05,1.1575
0.69,0.84,5.4953
0.31,0.52,4.7666
0.94,0.91,2.9537
0.53,0.33,5.5918
0.47,0.11,5.1919
0.34,0.88,5.9033
0.61,0.26,5.0162
0.98,0.93,2.9504
0.22,0.22,3.0179
0.26,0.58,4.275
0.21,0.12,2.7885
0.06,0.02,1.1563
0.14,0.18,2.1272
0.55,0.56,5.9893
0.59,0.78,6.2721
0.44,0.61,5.9307
0.03,0.74,2.5916
0.47,0.27,5.4461
0.32,0.25,4.3203
0.7,0.74,5.0299
0.41,0.51,5.5599
0.92,0.64,2.4705
0.73,0.26,3.8264
0.69,0.37,4.5883
0.33,0.8,5.5972
0.5,0.77,6.5424
0.54,0.03,5.1
0.96,0.14,1.3505
0.29,0.93,5.3144
0.18,0.74,3.6378
0.38,0.07,4.5818
0.76,0.11,3.0494
0.93,0.78,2.6904
0.34,0.01,4.0939
0.89,0.75,3.0047
0.09,0.68,2.6806
0.67,0.68,5.3603
0.31,0.96,5.6381
0.69,0.94,5.5889
0.54,0.41,5.7555
0.8,0.39,3.2231
0.53,0.49,5.9032
0.06,0.97,3.1096
0.25,0.69,4.2873
0.04,0.77,2.6559
0.12,0.5,2.5628
0.51,0.6,6.2783
0.86,0.39,2.5812
0.72,0.29,4.0084
0.6,0.71,6.0024
0.13,0.24,2.0633
0.93,0.48,2.1325
0.03,0,1.063
0.62,0.94,6.3011
0.91,0.09,1.428
0.49,0.44,5.802
0.73,0.45,4.0878
0.23,0.93,4.5677
0.15,1,3.7943
0.15,0.24,2.3336
0.02,0.78,2.5093
0.55,0.49,5.8631
0.93,0.44,2.0762
0.43,0.33,5.4241
0.61,0.72,5.9829
0.84,0.27,2.4757
